"unit";"nace_r2";"isco08";"age";"sex";"geo";"X2014"
"INDIC";"B-F";"OC5";"TOTAL";"M";"EE";5.24
"INDIC";"B-F";"OC5";"TOTAL";"M";"EL";NA
"INDIC";"B-F";"OC5";"TOTAL";"M";"ES";11.97
"INDIC";"B-F";"OC5";"TOTAL";"M";"FI";14.36
"INDIC";"B-F";"OC5";"TOTAL";"M";"FR";13.2
"INDIC";"B-F";"OC5";"TOTAL";"M";"HR";NA
"INDIC";"B-F";"OC5";"TOTAL";"M";"HU";6.83
"INDIC";"B-F";"OC5";"TOTAL";"M";"IE";15.53
"INDIC";"B-F";"OC5";"TOTAL";"M";"IT";15.57
"INDIC";"B-F";"OC5";"TOTAL";"M";"LT";5.6
"INDIC";"B-F";"OC5";"TOTAL";"M";"LU";14.46
"INDIC";"B-F";"OC5";"TOTAL";"M";"LV";4.75
"INDIC";"B-F";"OC5";"TOTAL";"M";"MT";9.04
"INDIC";"B-F";"OC5";"TOTAL";"M";"NL";14.66
"INDIC";"B-F";"OC5";"TOTAL";"M";"PL";6.69
"INDIC";"B-F";"OC5";"TOTAL";"M";"PT";7.2
"INDIC";"B-F";"OC5";"TOTAL";"M";"RO";3.44
"INDIC";"B-F";"OC5";"TOTAL";"M";"SE";14.91
"INDIC";"B-F";"OC5";"TOTAL";"M";"SI";9.95
"INDIC";"B-F";"OC5";"TOTAL";"M";"SK";6.61
"INDIC";"B-F";"OC5";"TOTAL";"M";"UK";12.4
"INDIC";"B-F";"OC5";"TOTAL";"T";"AT";11.96
"INDIC";"B-F";"OC5";"TOTAL";"T";"BE";15.07
"INDIC";"B-F";"OC5";"TOTAL";"T";"BG";2.73
"INDIC";"B-F";"OC5";"TOTAL";"T";"CY";NA
"INDIC";"B-F";"OC5";"TOTAL";"T";"CZ";5.5
"INDIC";"B-F";"OC5";"TOTAL";"T";"DE";11.79
"INDIC";"B-F";"OC5";"TOTAL";"T";"DK";15.18
"INDIC";"B-F";"OC5";"TOTAL";"T";"EE";5.12
"INDIC";"B-F";"OC5";"TOTAL";"T";"EL";NA
"INDIC";"B-F";"OC5";"TOTAL";"T";"ES";9.8
"INDIC";"B-F";"OC5";"TOTAL";"T";"FI";13.66
"INDIC";"B-F";"OC5";"TOTAL";"T";"FR";11.62
"INDIC";"B-F";"OC5";"TOTAL";"T";"HR";NA
"INDIC";"B-F";"OC5";"TOTAL";"T";"HU";6.71
"INDIC";"B-F";"OC5";"TOTAL";"T";"IE";14.49
"INDIC";"B-F";"OC5";"TOTAL";"T";"IT";13.62
"INDIC";"B-F";"OC5";"TOTAL";"T";"LT";4.08
"INDIC";"B-F";"OC5";"TOTAL";"T";"LU";11.94
"INDIC";"B-F";"OC5";"TOTAL";"T";"LV";4.12
"INDIC";"B-F";"OC5";"TOTAL";"T";"MT";9.01
"INDIC";"B-F";"OC5";"TOTAL";"T";"NL";12.86
"INDIC";"B-F";"OC5";"TOTAL";"T";"PL";5.72
"INDIC";"B-F";"OC5";"TOTAL";"T";"PT";6.46
"INDIC";"B-F";"OC5";"TOTAL";"T";"RO";3.04
"INDIC";"B-F";"OC5";"TOTAL";"T";"SE";14.64
"INDIC";"B-F";"OC5";"TOTAL";"T";"SI";8.83
"INDIC";"B-F";"OC5";"TOTAL";"T";"SK";5.86
"INDIC";"B-F";"OC5";"TOTAL";"T";"UK";11.2
"INDIC";"B-F";"OC6";"TOTAL";"F";"BG";2.31
"INDIC";"B-F";"OC6";"TOTAL";"F";"CZ";5.21
"INDIC";"B-F";"OC6";"TOTAL";"F";"DE";12.14
"INDIC";"B-F";"OC6";"TOTAL";"F";"DK";19.45
"INDIC";"B-F";"OC6";"TOTAL";"F";"EE";NA
"INDIC";"B-F";"OC6";"TOTAL";"F";"EL";NA
"INDIC";"B-F";"OC6";"TOTAL";"F";"ES";NA
"INDIC";"B-F";"OC6";"TOTAL";"F";"FI";10.27
"INDIC";"B-F";"OC6";"TOTAL";"F";"FR";NA
"INDIC";"B-F";"OC6";"TOTAL";"F";"HR";NA
"INDIC";"B-F";"OC6";"TOTAL";"F";"HU";5.15
"INDIC";"B-F";"OC6";"TOTAL";"F";"IE";NA
"INDIC";"B-F";"OC6";"TOTAL";"F";"IT";NA
"INDIC";"B-F";"OC6";"TOTAL";"F";"LT";NA
"INDIC";"B-F";"OC6";"TOTAL";"F";"LU";NA
"INDIC";"B-F";"OC6";"TOTAL";"F";"LV";4.17
"INDIC";"B-F";"OC6";"TOTAL";"F";"MT";NA
"INDIC";"B-F";"OC6";"TOTAL";"F";"NL";9.92
"INDIC";"B-F";"OC6";"TOTAL";"F";"PL";5.68
"INDIC";"B-F";"OC6";"TOTAL";"F";"PT";4.83
"INDIC";"B-F";"OC6";"TOTAL";"F";"RO";3.07
"INDIC";"B-F";"OC6";"TOTAL";"F";"SE";NA
"INDIC";"B-F";"OC6";"TOTAL";"F";"SI";7.96
"INDIC";"B-F";"OC6";"TOTAL";"F";"SK";5.28
"INDIC";"B-F";"OC6";"TOTAL";"F";"UK";NA
"INDIC";"B-F";"OC6";"TOTAL";"M";"BG";2.45
"INDIC";"B-F";"OC6";"TOTAL";"M";"CY";NA
"INDIC";"B-F";"OC6";"TOTAL";"M";"CZ";5.77
"INDIC";"B-F";"OC6";"TOTAL";"M";"DE";14.89
"INDIC";"B-F";"OC6";"TOTAL";"M";"DK";18.92
"INDIC";"B-F";"OC6";"TOTAL";"M";"EE";NA
"INDIC";"B-F";"OC6";"TOTAL";"M";"EL";NA
"INDIC";"B-F";"OC6";"TOTAL";"M";"ES";9.94
"INDIC";"B-F";"OC6";"TOTAL";"M";"FI";10.37
"INDIC";"B-F";"OC6";"TOTAL";"M";"FR";6.86
"INDIC";"B-F";"OC6";"TOTAL";"M";"HR";NA
"INDIC";"B-F";"OC6";"TOTAL";"M";"HU";7.33
"INDIC";"B-F";"OC6";"TOTAL";"M";"IE";NA
"INDIC";"B-F";"OC6";"TOTAL";"M";"IT";9.47
"INDIC";"B-F";"OC6";"TOTAL";"M";"LT";NA
"INDIC";"B-F";"OC6";"TOTAL";"M";"LU";NA
"INDIC";"B-F";"OC6";"TOTAL";"M";"LV";4.25
"INDIC";"B-F";"OC6";"TOTAL";"M";"MT";NA
"INDIC";"B-F";"OC6";"TOTAL";"M";"NL";10.88
"INDIC";"B-F";"OC6";"TOTAL";"M";"PL";6.43
"INDIC";"B-F";"OC6";"TOTAL";"M";"PT";6.01
"INDIC";"B-F";"OC6";"TOTAL";"M";"RO";2.52
"INDIC";"B-F";"OC6";"TOTAL";"M";"SE";NA
"INDIC";"B-F";"OC6";"TOTAL";"M";"SI";6.88
"INDIC";"B-F";"OC6";"TOTAL";"M";"SK";6.4
"INDIC";"B-F";"OC6";"TOTAL";"M";"UK";9.61
"INDIC";"B-F";"OC6";"TOTAL";"T";"BG";2.4
"INDIC";"B-F";"OC6";"TOTAL";"T";"CY";NA
"INDIC";"B-F";"OC6";"TOTAL";"T";"CZ";5.65
"INDIC";"B-F";"OC6";"TOTAL";"T";"DE";14.65
"INDIC";"B-F";"OC6";"TOTAL";"T";"DK";19.05
"INDIC";"B-F";"OC6";"TOTAL";"T";"EE";NA
"INDIC";"B-F";"OC6";"TOTAL";"T";"EL";NA
"INDIC";"B-F";"OC6";"TOTAL";"T";"ES";9.99
"INDIC";"B-F";"OC6";"TOTAL";"T";"FI";10.33
"INDIC";"B-F";"OC6";"TOTAL";"T";"FR";7.1
"INDIC";"B-F";"OC6";"TOTAL";"T";"HR";NA
"INDIC";"B-F";"OC6";"TOTAL";"T";"HU";6.46
"INDIC";"B-F";"OC6";"TOTAL";"T";"IE";NA
"INDIC";"B-F";"OC6";"TOTAL";"T";"IT";9.46
"INDIC";"B-F";"OC6";"TOTAL";"T";"LT";NA
"INDIC";"B-F";"OC6";"TOTAL";"T";"LU";NA
"INDIC";"B-F";"OC6";"TOTAL";"T";"LV";4.23
"INDIC";"B-F";"OC6";"TOTAL";"T";"MT";NA
"INDIC";"B-F";"OC6";"TOTAL";"T";"NL";10.84
"INDIC";"B-F";"OC6";"TOTAL";"T";"PL";6.25
"INDIC";"B-F";"OC6";"TOTAL";"T";"PT";5.8
"INDIC";"B-F";"OC6";"TOTAL";"T";"RO";2.63
"INDIC";"B-F";"OC6";"TOTAL";"T";"SE";NA
"INDIC";"B-F";"OC6";"TOTAL";"T";"SI";7.07
"INDIC";"B-F";"OC6";"TOTAL";"T";"SK";6.06
"INDIC";"B-F";"OC6";"TOTAL";"T";"UK";9.59
"INDIC";"B-F";"OC7";"TOTAL";"F";"AT";10.65
"INDIC";"B-F";"OC7";"TOTAL";"F";"BE";13.88
"INDIC";"B-F";"OC7";"TOTAL";"F";"BG";3.19
"INDIC";"B-F";"OC7";"TOTAL";"F";"CY";6.52
"INDIC";"B-F";"OC7";"TOTAL";"F";"CZ";5.59
"INDIC";"B-F";"OC7";"TOTAL";"F";"DE";13.81
"INDIC";"B-F";"OC7";"TOTAL";"F";"DK";17.46
"INDIC";"B-F";"OC7";"TOTAL";"F";"EE";5.31
"INDIC";"B-F";"OC7";"TOTAL";"F";"EL";NA
"INDIC";"B-F";"OC7";"TOTAL";"F";"ES";9.66
"INDIC";"B-F";"OC7";"TOTAL";"F";"FI";13
"INDIC";"B-F";"OC7";"TOTAL";"F";"FR";11.21
"INDIC";"B-F";"OC7";"TOTAL";"F";"HR";NA
"INDIC";"B-F";"OC7";"TOTAL";"F";"HU";5.2
"INDIC";"B-F";"OC7";"TOTAL";"F";"IE";13.12
"INDIC";"B-F";"OC7";"TOTAL";"F";"IT";9.88
"INDIC";"B-F";"OC7";"TOTAL";"F";"LT";4.32
"INDIC";"B-F";"OC7";"TOTAL";"F";"LU";11.45
"INDIC";"B-F";"OC7";"TOTAL";"F";"LV";4.26
"INDIC";"B-F";"OC7";"TOTAL";"F";"MT";9.54
"INDIC";"B-F";"OC7";"TOTAL";"F";"NL";11.11
"INDIC";"B-F";"OC7";"TOTAL";"F";"PL";5.51
"INDIC";"B-F";"OC7";"TOTAL";"F";"PT";4.66
"INDIC";"B-F";"OC7";"TOTAL";"F";"RO";3.82
"INDIC";"B-F";"OC7";"TOTAL";"F";"SE";14.19
"INDIC";"B-F";"OC7";"TOTAL";"F";"SI";6.96
"INDIC";"B-F";"OC7";"TOTAL";"F";"SK";5.19
"INDIC";"B-F";"OC7";"TOTAL";"F";"UK";10.26
"INDIC";"B-F";"OC7";"TOTAL";"M";"AT";14.1
"INDIC";"B-F";"OC7";"TOTAL";"M";"BE";14.73
"INDIC";"B-F";"OC7";"TOTAL";"M";"BG";4.9
"INDIC";"B-F";"OC7";"TOTAL";"M";"CY";9.9
"INDIC";"B-F";"OC7";"TOTAL";"M";"CZ";7.68
"INDIC";"B-F";"OC7";"TOTAL";"M";"DE";17.17
"INDIC";"B-F";"OC7";"TOTAL";"M";"DK";20.19
"INDIC";"B-F";"OC7";"TOTAL";"M";"EE";8.1
"INDIC";"B-F";"OC7";"TOTAL";"M";"EL";NA
"INDIC";"B-F";"OC7";"TOTAL";"M";"ES";11.95
"INDIC";"B-F";"OC7";"TOTAL";"M";"FI";15.11
"INDIC";"B-F";"OC7";"TOTAL";"M";"FR";13.31
"INDIC";"B-F";"OC7";"TOTAL";"M";"HR";NA
"INDIC";"B-F";"OC7";"TOTAL";"M";"HU";6.7
"INDIC";"B-F";"OC7";"TOTAL";"M";"IE";17.57
"INDIC";"B-F";"OC7";"TOTAL";"M";"IT";12.17
"INDIC";"B-F";"OC7";"TOTAL";"M";"LT";5.48
"INDIC";"B-F";"OC7";"TOTAL";"M";"LU";13.49
"INDIC";"B-F";"OC7";"TOTAL";"M";"LV";6.06
"INDIC";"B-F";"OC7";"TOTAL";"M";"MT";9.88
"INDIC";"B-F";"OC7";"TOTAL";"M";"NL";15.21
"INDIC";"B-F";"OC7";"TOTAL";"M";"PL";8.04
"INDIC";"B-F";"OC7";"TOTAL";"M";"PT";6.41
"INDIC";"B-F";"OC7";"TOTAL";"M";"RO";4.56
"INDIC";"B-F";"OC7";"TOTAL";"M";"SE";15.73
"INDIC";"B-F";"OC7";"TOTAL";"M";"SI";8.79
"INDIC";"B-F";"OC7";"TOTAL";"M";"SK";7.45
"INDIC";"B-F";"OC7";"TOTAL";"M";"UK";13.64
"INDIC";"B-F";"OC7";"TOTAL";"T";"AT";13.91
"INDIC";"B-F";"OC7";"TOTAL";"T";"BE";14.68
"INDIC";"B-F";"OC7";"TOTAL";"T";"BG";4.33
"INDIC";"B-F";"OC7";"TOTAL";"T";"CY";9.79
"INDIC";"B-F";"OC7";"TOTAL";"T";"CZ";7.33
"INDIC";"B-F";"OC7";"TOTAL";"T";"DE";16.92
"INDIC";"B-F";"OC7";"TOTAL";"T";"DK";20.02
"INDIC";"B-F";"OC7";"TOTAL";"T";"EE";7.41
"INDIC";"B-F";"OC7";"TOTAL";"T";"EL";NA
"INDIC";"B-F";"OC7";"TOTAL";"T";"ES";11.74
"INDIC";"B-F";"OC7";"TOTAL";"T";"FI";14.92
"INDIC";"B-F";"OC7";"TOTAL";"T";"FR";13.15
"INDIC";"B-F";"OC7";"TOTAL";"T";"HR";NA
"INDIC";"B-F";"OC7";"TOTAL";"T";"HU";6.46
"INDIC";"B-F";"OC7";"TOTAL";"T";"IE";17.14
"INDIC";"B-F";"OC7";"TOTAL";"T";"IT";11.84
"INDIC";"B-F";"OC7";"TOTAL";"T";"LT";5.17
"INDIC";"B-F";"OC7";"TOTAL";"T";"LU";13.45
"INDIC";"B-F";"OC7";"TOTAL";"T";"LV";5.68
"INDIC";"B-F";"OC7";"TOTAL";"T";"MT";9.86
"INDIC";"B-F";"OC7";"TOTAL";"T";"NL";15.03
"INDIC";"B-F";"OC7";"TOTAL";"T";"PL";7.58
"INDIC";"B-F";"OC7";"TOTAL";"T";"PT";5.92
"INDIC";"B-F";"OC7";"TOTAL";"T";"RO";4.37
"INDIC";"B-F";"OC7";"TOTAL";"T";"SE";15.65
"INDIC";"B-F";"OC7";"TOTAL";"T";"SI";8.56
"INDIC";"B-F";"OC7";"TOTAL";"T";"SK";6.97
"INDIC";"B-F";"OC7";"TOTAL";"T";"UK";13.46
"INDIC";"B-F";"OC8";"TOTAL";"F";"AT";11.44
"INDIC";"B-F";"OC8";"TOTAL";"F";"BE";14.84
"INDIC";"B-F";"OC8";"TOTAL";"F";"BG";3.26
"INDIC";"B-F";"OC8";"TOTAL";"F";"CY";8.39
"INDIC";"B-F";"OC8";"TOTAL";"F";"CZ";5.98
"INDIC";"B-F";"OC8";"TOTAL";"F";"DE";13.54
"INDIC";"B-F";"OC8";"TOTAL";"F";"DK";17.66
"INDIC";"B-F";"OC8";"TOTAL";"F";"EE";5.42
"INDIC";"B-F";"OC8";"TOTAL";"F";"EL";NA
"INDIC";"B-F";"OC8";"TOTAL";"F";"ES";9.38
"INDIC";"B-F";"OC8";"TOTAL";"F";"FI";13.32
"INDIC";"B-F";"OC8";"TOTAL";"F";"FR";11.47
"INDIC";"B-F";"OC8";"TOTAL";"F";"HR";NA
"INDIC";"B-F";"OC8";"TOTAL";"F";"HU";5.32
"INDIC";"B-F";"OC8";"TOTAL";"F";"IE";13.68
"INDIC";"B-F";"OC8";"TOTAL";"F";"IT";10.02
"INDIC";"B-F";"OC8";"TOTAL";"F";"LT";4.71
"INDIC";"B-F";"OC8";"TOTAL";"F";"LU";11.19
"INDIC";"B-F";"OC8";"TOTAL";"F";"LV";4.41
"INDIC";"B-F";"OC8";"TOTAL";"F";"MT";8.83
"INDIC";"B-F";"OC8";"TOTAL";"F";"NL";11.91
"INDIC";"B-F";"OC8";"TOTAL";"F";"PL";6.41
"INDIC";"B-F";"OC8";"TOTAL";"F";"PT";4.66
"INDIC";"B-F";"OC8";"TOTAL";"F";"RO";3.77
"INDIC";"B-F";"OC8";"TOTAL";"F";"SE";14.57
"INDIC";"B-F";"OC8";"TOTAL";"F";"SI";7.02
"INDIC";"B-F";"OC8";"TOTAL";"F";"SK";5.54
"INDIC";"B-F";"OC8";"TOTAL";"F";"UK";8.97
"INDIC";"B-F";"OC8";"TOTAL";"M";"AT";14.82
"INDIC";"B-F";"OC8";"TOTAL";"M";"BE";15.68
"INDIC";"B-F";"OC8";"TOTAL";"M";"BG";4.44
"INDIC";"B-F";"OC8";"TOTAL";"M";"CY";10.76
"INDIC";"B-F";"OC8";"TOTAL";"M";"CZ";7.58
"INDIC";"B-F";"OC8";"TOTAL";"M";"DE";17.39
"INDIC";"B-F";"OC8";"TOTAL";"M";"DK";19.91
"INDIC";"B-F";"OC8";"TOTAL";"M";"EE";7.96
"INDIC";"B-F";"OC8";"TOTAL";"M";"EL";NA
"INDIC";"B-F";"OC8";"TOTAL";"M";"ES";12.63
"INDIC";"B-F";"OC8";"TOTAL";"M";"FI";15.78
"INDIC";"B-F";"OC8";"TOTAL";"M";"FR";13.37
"INDIC";"B-F";"OC8";"TOTAL";"M";"HR";NA
"INDIC";"B-F";"OC8";"TOTAL";"M";"HU";6.69
"INDIC";"B-F";"OC8";"TOTAL";"M";"IE";17.65
"INDIC";"B-F";"OC8";"TOTAL";"M";"IT";12.2
"INDIC";"B-F";"OC8";"TOTAL";"M";"LT";6.27
"INDIC";"B-F";"OC8";"TOTAL";"M";"LU";14.75
"INDIC";"B-F";"OC8";"TOTAL";"M";"LV";5.87
"INDIC";"B-F";"OC8";"TOTAL";"M";"MT";9.92
"INDIC";"B-F";"OC8";"TOTAL";"M";"NL";14.79
"INDIC";"B-F";"OC8";"TOTAL";"M";"PL";8.58
"INDIC";"B-F";"OC8";"TOTAL";"M";"PT";6.66
"INDIC";"B-F";"OC8";"TOTAL";"M";"RO";4.88
"INDIC";"B-F";"OC8";"TOTAL";"M";"SE";15.89
"INDIC";"B-F";"OC8";"TOTAL";"M";"SI";9.25
"INDIC";"B-F";"OC8";"TOTAL";"M";"SK";7.37
"INDIC";"B-F";"OC8";"TOTAL";"M";"UK";11.91
"INDIC";"B-F";"OC8";"TOTAL";"T";"AT";14.25
"INDIC";"B-F";"OC8";"TOTAL";"T";"BE";15.52
"INDIC";"B-F";"OC8";"TOTAL";"T";"BG";3.96
"INDIC";"B-F";"OC8";"TOTAL";"T";"CY";10.53
"INDIC";"B-F";"OC8";"TOTAL";"T";"CZ";6.97
"INDIC";"B-F";"OC8";"TOTAL";"T";"DE";16.63
"INDIC";"B-F";"OC8";"TOTAL";"T";"DK";19.37
"INDIC";"B-F";"OC8";"TOTAL";"T";"EE";6.84
"INDIC";"B-F";"OC8";"TOTAL";"T";"EL";NA
"INDIC";"B-F";"OC8";"TOTAL";"T";"ES";12
"INDIC";"B-F";"OC8";"TOTAL";"T";"FI";15.21
"INDIC";"B-F";"OC8";"TOTAL";"T";"FR";12.97
"INDIC";"B-F";"OC8";"TOTAL";"T";"HR";NA
"INDIC";"B-F";"OC8";"TOTAL";"T";"HU";6.21
"INDIC";"B-F";"OC8";"TOTAL";"T";"IE";16.46
"INDIC";"B-F";"OC8";"TOTAL";"T";"IT";11.77
"INDIC";"B-F";"OC8";"TOTAL";"T";"LT";5.79
"INDIC";"B-F";"OC8";"TOTAL";"T";"LU";14.29
"INDIC";"B-F";"OC8";"TOTAL";"T";"LV";5.5
"INDIC";"B-F";"OC8";"TOTAL";"T";"MT";9.52
"INDIC";"B-F";"OC8";"TOTAL";"T";"NL";14.51
"INDIC";"B-F";"OC8";"TOTAL";"T";"PL";8.09
"INDIC";"B-F";"OC8";"TOTAL";"T";"PT";5.7
"INDIC";"B-F";"OC8";"TOTAL";"T";"RO";4.4
"INDIC";"B-F";"OC8";"TOTAL";"T";"SE";15.62
"INDIC";"B-F";"OC8";"TOTAL";"T";"SI";8.53
"INDIC";"B-F";"OC8";"TOTAL";"T";"SK";6.67
"INDIC";"B-F";"OC8";"TOTAL";"T";"UK";11.31
"INDIC";"B-F";"OC9";"TOTAL";"F";"AT";10.3
"INDIC";"B-F";"OC9";"TOTAL";"F";"BE";13.81
"INDIC";"B-F";"OC9";"TOTAL";"F";"BG";2.73
"INDIC";"B-F";"OC9";"TOTAL";"F";"CY";6.41
"INDIC";"B-F";"OC9";"TOTAL";"F";"CZ";4.93
"INDIC";"B-F";"OC9";"TOTAL";"F";"DE";10.49
"INDIC";"B-F";"OC9";"TOTAL";"F";"DK";15.62
"INDIC";"B-F";"OC9";"TOTAL";"F";"EE";4.96
"INDIC";"B-F";"OC9";"TOTAL";"F";"EL";NA
"INDIC";"B-F";"OC9";"TOTAL";"F";"ES";8.42
"INDIC";"B-F";"OC9";"TOTAL";"F";"FI";12.05
"INDIC";"B-F";"OC9";"TOTAL";"F";"FR";11.01
"INDIC";"B-F";"OC9";"TOTAL";"F";"HR";NA
"INDIC";"B-F";"OC9";"TOTAL";"F";"HU";4.95
"INDIC";"B-F";"OC9";"TOTAL";"F";"IE";11.83
"INDIC";"B-F";"OC9";"TOTAL";"F";"IT";9.75
"INDIC";"B-F";"OC9";"TOTAL";"F";"LT";3.82
"INDIC";"B-F";"OC9";"TOTAL";"F";"LU";10.42
"INDIC";"B-F";"OC9";"TOTAL";"F";"LV";3.99
"INDIC";"B-F";"OC9";"TOTAL";"F";"MT";7.38
"INDIC";"B-F";"OC9";"TOTAL";"F";"NL";10.14
"INDIC";"B-F";"OC9";"TOTAL";"F";"PL";5.55
"INDIC";"B-F";"OC9";"TOTAL";"F";"PT";4.82
"INDIC";"B-F";"OC9";"TOTAL";"F";"RO";3.02
"INDIC";"B-F";"OC9";"TOTAL";"F";"SE";12.43
"INDIC";"B-F";"OC9";"TOTAL";"F";"SI";6.45
"INDIC";"B-F";"OC9";"TOTAL";"F";"SK";4.59
"INDIC";"B-F";"OC9";"TOTAL";"F";"UK";8.51
"INDIC";"B-F";"OC9";"TOTAL";"M";"AT";12.37
"INDIC";"B-F";"OC9";"TOTAL";"M";"BE";14.04
"INDIC";"B-F";"OC9";"TOTAL";"M";"BG";2.88
"INDIC";"B-F";"OC9";"TOTAL";"M";"CY";8
"INDIC";"B-F";"OC9";"TOTAL";"M";"CZ";5.78
"INDIC";"B-F";"OC9";"TOTAL";"M";"DE";12.56
"INDIC";"B-F";"OC9";"TOTAL";"M";"DK";18.85
"INDIC";"B-F";"OC9";"TOTAL";"M";"EE";6.22
"INDIC";"B-F";"OC9";"TOTAL";"M";"EL";NA
"INDIC";"B-F";"OC9";"TOTAL";"M";"ES";9.97
"INDIC";"B-F";"OC9";"TOTAL";"M";"FI";14.09
"INDIC";"B-F";"OC9";"TOTAL";"M";"FR";11.43
"INDIC";"B-F";"OC9";"TOTAL";"M";"HR";NA
"INDIC";"B-F";"OC9";"TOTAL";"M";"HU";5.11
"INDIC";"B-F";"OC9";"TOTAL";"M";"IE";15.24
"INDIC";"B-F";"OC9";"TOTAL";"M";"IT";11.42
"INDIC";"B-F";"OC9";"TOTAL";"M";"LT";4.19
"INDIC";"B-F";"OC9";"TOTAL";"M";"LU";11.84
"INDIC";"B-F";"OC9";"TOTAL";"M";"LV";4.81
"INDIC";"B-F";"OC9";"TOTAL";"M";"MT";7.98
"INDIC";"B-F";"OC9";"TOTAL";"M";"NL";11.91
"INDIC";"B-F";"OC9";"TOTAL";"M";"PL";6.37
"INDIC";"B-F";"OC9";"TOTAL";"M";"PT";5.44
"INDIC";"B-F";"OC9";"TOTAL";"M";"RO";2.96
"INDIC";"B-F";"OC9";"TOTAL";"M";"SE";13.85
"INDIC";"B-F";"OC9";"TOTAL";"M";"SI";7.49
"INDIC";"B-F";"OC9";"TOTAL";"M";"SK";5.33
"INDIC";"B-F";"OC9";"TOTAL";"M";"UK";10.55
"INDIC";"B-F";"OC9";"TOTAL";"T";"AT";11.73
"INDIC";"B-F";"OC9";"TOTAL";"T";"BE";13.98
"INDIC";"B-F";"OC9";"TOTAL";"T";"BG";2.82
"INDIC";"B-F";"OC9";"TOTAL";"T";"CY";7.41
"INDIC";"B-F";"OC9";"TOTAL";"T";"CZ";5.41
"INDIC";"B-F";"OC9";"TOTAL";"T";"DE";11.68
"INDIC";"B-F";"OC9";"TOTAL";"T";"DK";18.32
"INDIC";"B-F";"OC9";"TOTAL";"T";"EE";5.56
"INDIC";"B-F";"OC9";"TOTAL";"T";"EL";NA
"INDIC";"B-F";"OC9";"TOTAL";"T";"ES";9.58
"INDIC";"B-F";"OC9";"TOTAL";"T";"FI";13.75
"INDIC";"B-F";"OC9";"TOTAL";"T";"FR";11.33
"INDIC";"B-F";"OC9";"TOTAL";"T";"HR";NA
"INDIC";"B-F";"OC9";"TOTAL";"T";"HU";5.05
"INDIC";"B-F";"OC9";"TOTAL";"T";"IE";14.46
"INDIC";"B-F";"OC9";"TOTAL";"T";"IT";11.12
"INDIC";"B-F";"OC9";"TOTAL";"T";"LT";4.03
"INDIC";"B-F";"OC9";"TOTAL";"T";"LU";11.64
"INDIC";"B-F";"OC9";"TOTAL";"T";"LV";4.52
"INDIC";"B-F";"OC9";"TOTAL";"T";"MT";7.88
"INDIC";"B-F";"OC9";"TOTAL";"T";"NL";11.3
"INDIC";"B-F";"OC9";"TOTAL";"T";"PL";6.06
"INDIC";"B-F";"OC9";"TOTAL";"T";"PT";5.19
"INDIC";"B-F";"OC9";"TOTAL";"T";"RO";2.99
"INDIC";"B-F";"OC9";"TOTAL";"T";"SE";13.37
"INDIC";"B-F";"OC9";"TOTAL";"T";"SI";7.11
"INDIC";"B-F";"OC9";"TOTAL";"T";"SK";5.02
