"age";"unit";"sex";"worktime";"geo";"X2014"
"TOTAL";"THS";"T";"FT";"RO3";2124.1
"TOTAL";"THS";"T";"FT";"RO31";1086.6
"TOTAL";"THS";"T";"FT";"RO32";1037.5
"TOTAL";"THS";"T";"FT";"RO4";1633.9
"TOTAL";"THS";"T";"FT";"RO41";892.1
"TOTAL";"THS";"T";"FT";"RO42";741.8
"TOTAL";"THS";"T";"FT";"SE";3521.9
"TOTAL";"THS";"T";"FT";"SE1";1449.9
"TOTAL";"THS";"T";"FT";"SE11";880.6
"TOTAL";"THS";"T";"FT";"SE12";569.3
"TOTAL";"THS";"T";"FT";"SE2";1474.2
"TOTAL";"THS";"T";"FT";"SE21";283.5
"TOTAL";"THS";"T";"FT";"SE22";486.4
"TOTAL";"THS";"T";"FT";"SE23";704.4
"TOTAL";"THS";"T";"FT";"SE3";597.9
"TOTAL";"THS";"T";"FT";"SE31";285.5
"TOTAL";"THS";"T";"FT";"SE32";129.6
"TOTAL";"THS";"T";"FT";"SE33";182.7
"TOTAL";"THS";"T";"FT";"SI";814.1
"TOTAL";"THS";"T";"FT";"SI0";814.1
"TOTAL";"THS";"T";"FT";"SI03";429.7
"TOTAL";"THS";"T";"FT";"SI04";384.4
"TOTAL";"THS";"T";"FT";"SK";2239.3
"TOTAL";"THS";"T";"FT";"SK0";2239.3
"TOTAL";"THS";"T";"FT";"SK01";299.3
"TOTAL";"THS";"T";"FT";"SK02";808
"TOTAL";"THS";"T";"FT";"SK03";531.2
"TOTAL";"THS";"T";"FT";"SK04";600.8
"TOTAL";"THS";"T";"FT";"UK";22386.7
"TOTAL";"THS";"T";"FT";"UKC";854
"TOTAL";"THS";"T";"FT";"UKC1";375.2
"TOTAL";"THS";"T";"FT";"UKC2";478.8
"TOTAL";"THS";"T";"FT";"UKD";2398
"TOTAL";"THS";"T";"FT";"UKD1";166.9
"TOTAL";"THS";"T";"FT";"UKD3";946.5
"TOTAL";"THS";"T";"FT";"UKD4";474.6
"TOTAL";"THS";"T";"FT";"UKD6";329.2
"TOTAL";"THS";"T";"FT";"UKD7";480.6
"TOTAL";"THS";"T";"FT";"UKE";1775.6
"TOTAL";"THS";"T";"FT";"UKE1";293.8
"TOTAL";"THS";"T";"FT";"UKE2";276.1
"TOTAL";"THS";"T";"FT";"UKE3";465.1
"TOTAL";"THS";"T";"FT";"UKE4";740.6
"TOTAL";"THS";"T";"FT";"UKF";1606.5
"TOTAL";"THS";"T";"FT";"UKF1";709.9
"TOTAL";"THS";"T";"FT";"UKF2";629.5
"TOTAL";"THS";"T";"FT";"UKF3";267.1
"TOTAL";"THS";"T";"FT";"UKG";1873.5
"TOTAL";"THS";"T";"FT";"UKG1";461.5
"TOTAL";"THS";"T";"FT";"UKG2";539.4
"TOTAL";"THS";"T";"FT";"UKG3";872.6
"TOTAL";"THS";"T";"FT";"UKH";2137.5
"TOTAL";"THS";"T";"FT";"UKH1";857.2
"TOTAL";"THS";"T";"FT";"UKH2";682.4
"TOTAL";"THS";"T";"FT";"UKH3";597.9
"TOTAL";"THS";"T";"FT";"UKI";3315.6
"TOTAL";"THS";"T";"FT";"UKI3";471.3
"TOTAL";"THS";"T";"FT";"UKI4";918.7
"TOTAL";"THS";"T";"FT";"UKI5";642
"TOTAL";"THS";"T";"FT";"UKI6";507.4
"TOTAL";"THS";"T";"FT";"UKI7";776.3
"TOTAL";"THS";"T";"FT";"UKJ";3159.2
"TOTAL";"THS";"T";"FT";"UKJ1";902.3
"TOTAL";"THS";"T";"FT";"UKJ2";965.5
"TOTAL";"THS";"T";"FT";"UKJ3";687.6
"TOTAL";"THS";"T";"FT";"UKJ4";603.8
"TOTAL";"THS";"T";"FT";"UKK";1806.5
"TOTAL";"THS";"T";"FT";"UKK1";843.8
"TOTAL";"THS";"T";"FT";"UKK2";439.2
"TOTAL";"THS";"T";"FT";"UKK3";170.8
"TOTAL";"THS";"T";"FT";"UKK4";352.6
"TOTAL";"THS";"T";"FT";"UKL";983.5
"TOTAL";"THS";"T";"FT";"UKL1";605.5
"TOTAL";"THS";"T";"FT";"UKL2";378
"TOTAL";"THS";"T";"FT";"UKM";1860.4
"TOTAL";"THS";"T";"FT";"UKM2";719.9
"TOTAL";"THS";"T";"FT";"UKM3";730.2
"TOTAL";"THS";"T";"FT";"UKM5";205.3
"TOTAL";"THS";"T";"FT";"UKM6";205
"TOTAL";"THS";"T";"FT";"UKN";616.4
"TOTAL";"THS";"T";"FT";"UKN0";616.4
"TOTAL";"THS";"T";"PT";"AT";1146.5
"TOTAL";"THS";"T";"PT";"AT1";472.6
"TOTAL";"THS";"T";"PT";"AT11";31.8
"TOTAL";"THS";"T";"PT";"AT12";210.8
"TOTAL";"THS";"T";"PT";"AT13";230
"TOTAL";"THS";"T";"PT";"AT2";231.9
"TOTAL";"THS";"T";"PT";"AT21";68.1
"TOTAL";"THS";"T";"PT";"AT22";163.7
"TOTAL";"THS";"T";"PT";"AT3";442
"TOTAL";"THS";"T";"PT";"AT31";207.6
"TOTAL";"THS";"T";"PT";"AT32";74.8
"TOTAL";"THS";"T";"PT";"AT33";106
"TOTAL";"THS";"T";"PT";"AT34";53.6
"TOTAL";"THS";"T";"PT";"BE";1094.6
"TOTAL";"THS";"T";"PT";"BE1";91
"TOTAL";"THS";"T";"PT";"BE10";91
"TOTAL";"THS";"T";"PT";"BE2";683.3
"TOTAL";"THS";"T";"PT";"BE21";179.4
"TOTAL";"THS";"T";"PT";"BE22";102.7
"TOTAL";"THS";"T";"PT";"BE23";153.5
"TOTAL";"THS";"T";"PT";"BE24";119.6
"TOTAL";"THS";"T";"PT";"BE25";128.1
"TOTAL";"THS";"T";"PT";"BE3";320.3
"TOTAL";"THS";"T";"PT";"BE31";36.5
"TOTAL";"THS";"T";"PT";"BE32";102.4
"TOTAL";"THS";"T";"PT";"BE33";102
"TOTAL";"THS";"T";"PT";"BE34";30.8
"TOTAL";"THS";"T";"PT";"BE35";48.7
"TOTAL";"THS";"T";"PT";"BG";79.1
"TOTAL";"THS";"T";"PT";"BG3";38
"TOTAL";"THS";"T";"PT";"BG31";7.7
"TOTAL";"THS";"T";"PT";"BG32";10.3
"TOTAL";"THS";"T";"PT";"BG33";12.4
"TOTAL";"THS";"T";"PT";"BG34";7.6
"TOTAL";"THS";"T";"PT";"BG4";41.2
"TOTAL";"THS";"T";"PT";"BG41";22.7
"TOTAL";"THS";"T";"PT";"BG42";18.5
"TOTAL";"THS";"T";"PT";"CY";51.3
"TOTAL";"THS";"T";"PT";"CY0";51.3
"TOTAL";"THS";"T";"PT";"CY00";51.3
"TOTAL";"THS";"T";"PT";"CZ";316.4
"TOTAL";"THS";"T";"PT";"CZ0";316.4
"TOTAL";"THS";"T";"PT";"CZ01";65.4
"TOTAL";"THS";"T";"PT";"CZ02";32.9
"TOTAL";"THS";"T";"PT";"CZ03";30.3
"TOTAL";"THS";"T";"PT";"CZ04";23.1
"TOTAL";"THS";"T";"PT";"CZ05";43.4
"TOTAL";"THS";"T";"PT";"CZ06";58.3
"TOTAL";"THS";"T";"PT";"CZ07";30.6
"TOTAL";"THS";"T";"PT";"CZ08";32.4
"TOTAL";"THS";"T";"PT";"DE";11015.2
"TOTAL";"THS";"T";"PT";"DE1";1620.9
"TOTAL";"THS";"T";"PT";"DE11";578
"TOTAL";"THS";"T";"PT";"DE12";407.2
"TOTAL";"THS";"T";"PT";"DE13";352.1
"TOTAL";"THS";"T";"PT";"DE14";283.6
"TOTAL";"THS";"T";"PT";"DE2";1797.6
"TOTAL";"THS";"T";"PT";"DE21";627.6
"TOTAL";"THS";"T";"PT";"DE22";180.8
"TOTAL";"THS";"T";"PT";"DE23";152.2
"TOTAL";"THS";"T";"PT";"DE24";158.3
"TOTAL";"THS";"T";"PT";"DE25";236.3
"TOTAL";"THS";"T";"PT";"DE26";195.7
"TOTAL";"THS";"T";"PT";"DE27";246.7
"TOTAL";"THS";"T";"PT";"DE3";454
"TOTAL";"THS";"T";"PT";"DE30";454
"TOTAL";"THS";"T";"PT";"DE4";268.2
"TOTAL";"THS";"T";"PT";"DE40";268.2
"TOTAL";"THS";"T";"PT";"DE5";97.2
"TOTAL";"THS";"T";"PT";"DE50";97.2
"TOTAL";"THS";"T";"PT";"DE6";244.3
"TOTAL";"THS";"T";"PT";"DE60";244.3
"TOTAL";"THS";"T";"PT";"DE7";857.1
"TOTAL";"THS";"T";"PT";"DE71";520.8
"TOTAL";"THS";"T";"PT";"DE72";160.4
"TOTAL";"THS";"T";"PT";"DE73";175.9
"TOTAL";"THS";"T";"PT";"DE8";186.7
"TOTAL";"THS";"T";"PT";"DE80";186.7
"TOTAL";"THS";"T";"PT";"DE9";1080.4
"TOTAL";"THS";"T";"PT";"DE91";203.2
"TOTAL";"THS";"T";"PT";"DE92";281
"TOTAL";"THS";"T";"PT";"DE93";241.8
"TOTAL";"THS";"T";"PT";"DE94";354.4
"TOTAL";"THS";"T";"PT";"DEA";2341.5
"TOTAL";"THS";"T";"PT";"DEA1";657.5
"TOTAL";"THS";"T";"PT";"DEA2";559.1
"TOTAL";"THS";"T";"PT";"DEA3";370.6
"TOTAL";"THS";"T";"PT";"DEA4";281.6
"TOTAL";"THS";"T";"PT";"DEA5";472.7
"TOTAL";"THS";"T";"PT";"DEB";569.8
"TOTAL";"THS";"T";"PT";"DEB1";202.6
"TOTAL";"THS";"T";"PT";"DEB2";79.9
"TOTAL";"THS";"T";"PT";"DEB3";287.3
"TOTAL";"THS";"T";"PT";"DEC";122.2
"TOTAL";"THS";"T";"PT";"DEC0";122.2
"TOTAL";"THS";"T";"PT";"DED";485.7
"TOTAL";"THS";"T";"PT";"DED2";195.3
"TOTAL";"THS";"T";"PT";"DED4";171.2
"TOTAL";"THS";"T";"PT";"DED5";119.2
"TOTAL";"THS";"T";"PT";"DEE";236.4
"TOTAL";"THS";"T";"PT";"DEE0";236.4
"TOTAL";"THS";"T";"PT";"DEF";403.7
"TOTAL";"THS";"T";"PT";"DEF0";403.7
"TOTAL";"THS";"T";"PT";"DEG";249.4
"TOTAL";"THS";"T";"PT";"DEG0";249.4
"TOTAL";"THS";"T";"PT";"DK";691.6
"TOTAL";"THS";"T";"PT";"DK0";691.6
"TOTAL";"THS";"T";"PT";"DK01";232.9
"TOTAL";"THS";"T";"PT";"DK02";87.4
"TOTAL";"THS";"T";"PT";"DK03";142.7
"TOTAL";"THS";"T";"PT";"DK04";160.9
"TOTAL";"THS";"T";"PT";"DK05";67.7
"TOTAL";"THS";"T";"PT";"EE";59.9
"TOTAL";"THS";"T";"PT";"EE0";59.9
"TOTAL";"THS";"T";"PT";"EE00";59.9
"TOTAL";"THS";"T";"PT";"EL";335.7
"TOTAL";"THS";"T";"PT";"EL3";142.6
"TOTAL";"THS";"T";"PT";"EL30";142.6
"TOTAL";"THS";"T";"PT";"EL4";29.1
"TOTAL";"THS";"T";"PT";"EL41";3.1
"TOTAL";"THS";"T";"PT";"EL42";6.3
"TOTAL";"THS";"T";"PT";"EL43";19.7
"TOTAL";"THS";"T";"PT";"EL5";77.2
"TOTAL";"THS";"T";"PT";"EL51";14
"TOTAL";"THS";"T";"PT";"EL52";48.5
"TOTAL";"THS";"T";"PT";"EL53";7.3
"TOTAL";"THS";"T";"PT";"EL54";7.3
"TOTAL";"THS";"T";"PT";"EL6";86.7
"TOTAL";"THS";"T";"PT";"EL61";35.7
"TOTAL";"THS";"T";"PT";"EL62";3.9
"TOTAL";"THS";"T";"PT";"EL63";14.9
"TOTAL";"THS";"T";"PT";"EL64";13.1
"TOTAL";"THS";"T";"PT";"EL65";19
"TOTAL";"THS";"T";"PT";"ES";2758.7
"TOTAL";"THS";"T";"PT";"ES1";222.1
"TOTAL";"THS";"T";"PT";"ES11";142.2
"TOTAL";"THS";"T";"PT";"ES12";48.6
"TOTAL";"THS";"T";"PT";"ES13";31.3
"TOTAL";"THS";"T";"PT";"ES2";297.3
"TOTAL";"THS";"T";"PT";"ES21";151.1
"TOTAL";"THS";"T";"PT";"ES22";46.6
"TOTAL";"THS";"T";"PT";"ES23";21.3
"TOTAL";"THS";"T";"PT";"ES24";78.3
"TOTAL";"THS";"T";"PT";"ES3";373
"TOTAL";"THS";"T";"PT";"ES30";373
"TOTAL";"THS";"T";"PT";"ES4";298.8
"TOTAL";"THS";"T";"PT";"ES41";145.3
"TOTAL";"THS";"T";"PT";"ES42";99.1
"TOTAL";"THS";"T";"PT";"ES43";54.4
"TOTAL";"THS";"T";"PT";"ES5";875.8
"TOTAL";"THS";"T";"PT";"ES51";463
"TOTAL";"THS";"T";"PT";"ES52";344.8
"TOTAL";"THS";"T";"PT";"ES53";68.1
"TOTAL";"THS";"T";"PT";"ES6";569.3
"TOTAL";"THS";"T";"PT";"ES61";470.8
"TOTAL";"THS";"T";"PT";"ES62";92
"TOTAL";"THS";"T";"PT";"ES63";2.5
"TOTAL";"THS";"T";"PT";"ES64";4
"TOTAL";"THS";"T";"PT";"ES7";122.4
"TOTAL";"THS";"T";"PT";"ES70";122.4
"TOTAL";"THS";"T";"PT";"FI";377.4
"TOTAL";"THS";"T";"PT";"FI1";374.4
"TOTAL";"THS";"T";"PT";"FI19";97.6
"TOTAL";"THS";"T";"PT";"FI1B";116.2
"TOTAL";"THS";"T";"PT";"FI1C";76.4
"TOTAL";"THS";"T";"PT";"FI1D";84.2
"TOTAL";"THS";"T";"PT";"FI2";3
"TOTAL";"THS";"T";"PT";"FI20";3
"TOTAL";"THS";"T";"PT";"FR";5015.7
"TOTAL";"THS";"T";"PT";"FR1";807.4
"TOTAL";"THS";"T";"PT";"FR10";807.4
"TOTAL";"THS";"T";"PT";"FR2";782.6
"TOTAL";"THS";"T";"PT";"FR21";101.5
"TOTAL";"THS";"T";"PT";"FR22";133.1
"TOTAL";"THS";"T";"PT";"FR23";132.1
"TOTAL";"THS";"T";"PT";"FR24";183.8
"TOTAL";"THS";"T";"PT";"FR25";115.9
"TOTAL";"THS";"T";"PT";"FR26";116.2
"TOTAL";"THS";"T";"PT";"FR3";281.5
"TOTAL";"THS";"T";"PT";"FR30";281.5
"TOTAL";"THS";"T";"PT";"FR4";431.9
"TOTAL";"THS";"T";"PT";"FR41";192.9
"TOTAL";"THS";"T";"PT";"FR42";151.1
"TOTAL";"THS";"T";"PT";"FR43";87.9
"TOTAL";"THS";"T";"PT";"FR5";720.4
"TOTAL";"THS";"T";"PT";"FR51";311.9
"TOTAL";"THS";"T";"PT";"FR52";275.5
"TOTAL";"THS";"T";"PT";"FR53";133.1
"TOTAL";"THS";"T";"PT";"FR6";555.2
"TOTAL";"THS";"T";"PT";"FR61";271.1
"TOTAL";"THS";"T";"PT";"FR62";229.1
"TOTAL";"THS";"T";"PT";"FR63";54.9
"TOTAL";"THS";"T";"PT";"FR7";658.9
"TOTAL";"THS";"T";"PT";"FR71";557.8
"TOTAL";"THS";"T";"PT";"FR72";101.1
"TOTAL";"THS";"T";"PT";"FR8";642.4
"TOTAL";"THS";"T";"PT";"FR81";223
"TOTAL";"THS";"T";"PT";"FR82";405
"TOTAL";"THS";"T";"PT";"FR83";14.4
"TOTAL";"THS";"T";"PT";"FRA";135.5
"TOTAL";"THS";"T";"PT";"FRA1";25.9
"TOTAL";"THS";"T";"PT";"FRA2";26.9
"TOTAL";"THS";"T";"PT";"FRA3";11.8
"TOTAL";"THS";"T";"PT";"FRA4";61.9
"TOTAL";"THS";"T";"PT";"FRA5";9
"TOTAL";"THS";"T";"PT";"HR";97
"TOTAL";"THS";"T";"PT";"HR0";97
"TOTAL";"THS";"T";"PT";"HR03";24.6
"TOTAL";"THS";"T";"PT";"HR04";72.5
"TOTAL";"THS";"T";"PT";"HU";261.6
"TOTAL";"THS";"T";"PT";"HU1";84.4
"TOTAL";"THS";"T";"PT";"HU10";84.4
"TOTAL";"THS";"T";"PT";"HU2";71.2
"TOTAL";"THS";"T";"PT";"HU21";19.8
"TOTAL";"THS";"T";"PT";"HU22";22.5
"TOTAL";"THS";"T";"PT";"HU23";28.9
"TOTAL";"THS";"T";"PT";"HU3";106
"TOTAL";"THS";"T";"PT";"HU31";23.7
"TOTAL";"THS";"T";"PT";"HU32";41.5
"TOTAL";"THS";"T";"PT";"HU33";40.9
"TOTAL";"THS";"T";"PT";"IE";449.9
"TOTAL";"THS";"T";"PT";"IE0";449.9
"TOTAL";"THS";"T";"PT";"IE01";124.1
"TOTAL";"THS";"T";"PT";"IE02";325.8
"TOTAL";"THS";"T";"PT";"IT";4091
"TOTAL";"THS";"T";"PT";"ITC";1233.3
"TOTAL";"THS";"T";"PT";"ITC1";321.2
"TOTAL";"THS";"T";"PT";"ITC2";9.2
"TOTAL";"THS";"T";"PT";"ITC3";123.5
"TOTAL";"THS";"T";"PT";"ITC4";779.4
"TOTAL";"THS";"T";"PT";"ITF";648
"TOTAL";"THS";"T";"PT";"ITF1";78.8
"TOTAL";"THS";"T";"PT";"ITF2";17.1
"TOTAL";"THS";"T";"PT";"ITF3";244.1
"TOTAL";"THS";"T";"PT";"ITF4";182.8
"TOTAL";"THS";"T";"PT";"ITF5";28.4
"TOTAL";"THS";"T";"PT";"ITF6";96.9
"TOTAL";"THS";"T";"PT";"ITG";370.5
"TOTAL";"THS";"T";"PT";"ITG1";257.2
"TOTAL";"THS";"T";"PT";"ITG2";113.3
"TOTAL";"THS";"T";"PT";"ITH";916.6
"TOTAL";"THS";"T";"PT";"ITH1";56.2
"TOTAL";"THS";"T";"PT";"ITH2";50
"TOTAL";"THS";"T";"PT";"ITH3";376.8
"TOTAL";"THS";"T";"PT";"ITH4";91.3
"TOTAL";"THS";"T";"PT";"ITH5";342.2
"TOTAL";"THS";"T";"PT";"ITI";922.5
"TOTAL";"THS";"T";"PT";"ITI1";273.1
"TOTAL";"THS";"T";"PT";"ITI2";67
"TOTAL";"THS";"T";"PT";"ITI3";119.9
"TOTAL";"THS";"T";"PT";"ITI4";462.5
"TOTAL";"THS";"T";"PT";"LT";120.2
"TOTAL";"THS";"T";"PT";"LT0";120.2
"TOTAL";"THS";"T";"PT";"LT00";120.2
"TOTAL";"THS";"T";"PT";"LU";46.3
"TOTAL";"THS";"T";"PT";"LU0";46.3
"TOTAL";"THS";"T";"PT";"LU00";46.3
"TOTAL";"THS";"T";"PT";"LV";65.4
"TOTAL";"THS";"T";"PT";"LV0";65.4
"TOTAL";"THS";"T";"PT";"LV00";65.4
"TOTAL";"THS";"T";"PT";"MT";30.1
"TOTAL";"THS";"T";"PT";"MT0";30.1
"TOTAL";"THS";"T";"PT";"MT00";30.1
"TOTAL";"THS";"T";"PT";"NL";4152.7
"TOTAL";"THS";"T";"PT";"NL1";431.3
"TOTAL";"THS";"T";"PT";"NL11";148.2
"TOTAL";"THS";"T";"PT";"NL12";163.4
"TOTAL";"THS";"T";"PT";"NL13";119.8
"TOTAL";"THS";"T";"PT";"NL2";902.5
"TOTAL";"THS";"T";"PT";"NL21";288.8
"TOTAL";"THS";"T";"PT";"NL22";523.3
"TOTAL";"THS";"T";"PT";"NL23";90.4
"TOTAL";"THS";"T";"PT";"NL3";1952.6
"TOTAL";"THS";"T";"PT";"NL31";327.3
"TOTAL";"THS";"T";"PT";"NL32";703.7
"TOTAL";"THS";"T";"PT";"NL33";830.8
"TOTAL";"THS";"T";"PT";"NL34";90.9
"TOTAL";"THS";"T";"PT";"NL4";866.3
"TOTAL";"THS";"T";"PT";"NL41";605.2
"TOTAL";"THS";"T";"PT";"NL42";261.2
"TOTAL";"THS";"T";"PT";"PL";1233.9
"TOTAL";"THS";"T";"PT";"PL1";288.9
"TOTAL";"THS";"T";"PT";"PL11";90.3
"TOTAL";"THS";"T";"PT";"PL12";198.7
"TOTAL";"THS";"T";"PT";"PL2";273.4
"TOTAL";"THS";"T";"PT";"PL21";116.3
"TOTAL";"THS";"T";"PT";"PL22";157
"TOTAL";"THS";"T";"PT";"PL3";258.8
"TOTAL";"THS";"T";"PT";"PL31";101.8
"TOTAL";"THS";"T";"PT";"PL32";84.3
"TOTAL";"THS";"T";"PT";"PL33";42
"TOTAL";"THS";"T";"PT";"PL34";30.8
"TOTAL";"THS";"T";"PT";"PL4";157
"TOTAL";"THS";"T";"PT";"PL41";88.3
"TOTAL";"THS";"T";"PT";"PL42";41.2
"TOTAL";"THS";"T";"PT";"PL43";27.5
"TOTAL";"THS";"T";"PT";"PL5";103.3
"TOTAL";"THS";"T";"PT";"PL51";75
"TOTAL";"THS";"T";"PT";"PL52";28.3
"TOTAL";"THS";"T";"PT";"PL6";152.4
"TOTAL";"THS";"T";"PT";"PL61";58.6
"TOTAL";"THS";"T";"PT";"PL62";26.2
"TOTAL";"THS";"T";"PT";"PL63";67.7
"TOTAL";"THS";"T";"PT";"PT";588.7
"TOTAL";"THS";"T";"PT";"PT1";555
"TOTAL";"THS";"T";"PT";"PT11";196.3
"TOTAL";"THS";"T";"PT";"PT15";23.6
"TOTAL";"THS";"T";"PT";"PT16";178.6
"TOTAL";"THS";"T";"PT";"PT17";125.1
"TOTAL";"THS";"T";"PT";"PT18";31.3
"TOTAL";"THS";"T";"PT";"PT2";13.8
"TOTAL";"THS";"T";"PT";"PT20";13.8
"TOTAL";"THS";"T";"PT";"PT3";19.9
"TOTAL";"THS";"T";"PT";"PT30";19.9
"TOTAL";"THS";"T";"PT";"RO";859.5
"TOTAL";"THS";"T";"PT";"RO1";159.9
"TOTAL";"THS";"T";"PT";"RO11";103.7
"TOTAL";"THS";"T";"PT";"RO12";56.2
"TOTAL";"THS";"T";"PT";"RO2";390.4
"TOTAL";"THS";"T";"PT";"RO21";264.4
"TOTAL";"THS";"T";"PT";"RO22";126.1
"TOTAL";"THS";"T";"PT";"RO3";258.7
"TOTAL";"THS";"T";"PT";"RO31";234.3
"TOTAL";"THS";"T";"PT";"RO32";24.4
"TOTAL";"THS";"T";"PT";"RO4";50.5
"TOTAL";"THS";"T";"PT";"RO41";25.3
"TOTAL";"THS";"T";"PT";"RO42";25.2
"TOTAL";"THS";"T";"PT";"SE";1247.2
"TOTAL";"THS";"T";"PT";"SE1";471.2
"TOTAL";"THS";"T";"PT";"SE11";270.1
"TOTAL";"THS";"T";"PT";"SE12";201.1
"TOTAL";"THS";"T";"PT";"SE2";571.3
"TOTAL";"THS";"T";"PT";"SE21";118.1
"TOTAL";"THS";"T";"PT";"SE22";188.5
"TOTAL";"THS";"T";"PT";"SE23";264.7
"TOTAL";"THS";"T";"PT";"SE3";204.6
"TOTAL";"THS";"T";"PT";"SE31";96.2
"TOTAL";"THS";"T";"PT";"SE32";45.9
"TOTAL";"THS";"T";"PT";"SE33";62.6
"TOTAL";"THS";"T";"PT";"SI";102.6
"TOTAL";"THS";"T";"PT";"SI0";102.6
"TOTAL";"THS";"T";"PT";"SI03";51.9
"TOTAL";"THS";"T";"PT";"SI04";50.7
"TOTAL";"THS";"T";"PT";"SK";123.7
"TOTAL";"THS";"T";"PT";"SK0";123.7
"TOTAL";"THS";"T";"PT";"SK01";16.3
"TOTAL";"THS";"T";"PT";"SK02";30.2
"TOTAL";"THS";"T";"PT";"SK03";36.8
"TOTAL";"THS";"T";"PT";"SK04";40.5
"TOTAL";"THS";"T";"PT";"UK";8215.4
"TOTAL";"THS";"T";"PT";"UKC";312.9
"TOTAL";"THS";"T";"PT";"UKC1";133.4
"TOTAL";"THS";"T";"PT";"UKC2";179.5
"TOTAL";"THS";"T";"PT";"UKD";842.6
"TOTAL";"THS";"T";"PT";"UKD1";64.9
"TOTAL";"THS";"T";"PT";"UKD3";316.4
"TOTAL";"THS";"T";"PT";"UKD4";177.2
"TOTAL";"THS";"T";"PT";"UKD6";120.3
"TOTAL";"THS";"T";"PT";"UKD7";163.8
"TOTAL";"THS";"T";"PT";"UKE";696.4
"TOTAL";"THS";"T";"PT";"UKE1";126.3
"TOTAL";"THS";"T";"PT";"UKE2";108.3
"TOTAL";"THS";"T";"PT";"UKE3";174.7
"TOTAL";"THS";"T";"PT";"UKE4";287
"TOTAL";"THS";"T";"PT";"UKF";604.5
"TOTAL";"THS";"T";"PT";"UKF1";275.2
"TOTAL";"THS";"T";"PT";"UKF2";229.8
"TOTAL";"THS";"T";"PT";"UKF3";99.5
"TOTAL";"THS";"T";"PT";"UKG";692.6
"TOTAL";"THS";"T";"PT";"UKG1";185.8
"TOTAL";"THS";"T";"PT";"UKG2";206.1
"TOTAL";"THS";"T";"PT";"UKG3";300.7
"TOTAL";"THS";"T";"PT";"UKH";800.8
"TOTAL";"THS";"T";"PT";"UKH1";352.3
"TOTAL";"THS";"T";"PT";"UKH2";233.3
"TOTAL";"THS";"T";"PT";"UKH3";215.1
"TOTAL";"THS";"T";"PT";"UKI";949
"TOTAL";"THS";"T";"PT";"UKI3";121.6
"TOTAL";"THS";"T";"PT";"UKI4";256.2
"TOTAL";"THS";"T";"PT";"UKI5";193
"TOTAL";"THS";"T";"PT";"UKI6";139.9
"TOTAL";"THS";"T";"PT";"UKI7";238.3
"TOTAL";"THS";"T";"PT";"UKJ";1220.7
"TOTAL";"THS";"T";"PT";"UKJ1";312.5
"TOTAL";"THS";"T";"PT";"UKJ2";396.2
"TOTAL";"THS";"T";"PT";"UKJ3";285.4
"TOTAL";"THS";"T";"PT";"UKJ4";226.6
"TOTAL";"THS";"T";"PT";"UKK";796.6
"TOTAL";"THS";"T";"PT";"UKK1";348.1
"TOTAL";"THS";"T";"PT";"UKK2";186.4
"TOTAL";"THS";"T";"PT";"UKK3";83.4
"TOTAL";"THS";"T";"PT";"UKK4";178.6
"TOTAL";"THS";"T";"PT";"UKL";383.3
"TOTAL";"THS";"T";"PT";"UKL1";232.9
"TOTAL";"THS";"T";"PT";"UKL2";150.3
"TOTAL";"THS";"T";"PT";"UKM";723.6
"TOTAL";"THS";"T";"PT";"UKM2";274.4
"TOTAL";"THS";"T";"PT";"UKM3";286.6
"TOTAL";"THS";"T";"PT";"UKM5";63.7
"TOTAL";"THS";"T";"PT";"UKM6";99
"TOTAL";"THS";"T";"PT";"UKN";192.7
"TOTAL";"THS";"T";"PT";"UKN0";192.7
